TAD 1	Chr: 2L	EpiClass: Active
	FBgn0015834	4406
	FBgn0031656	800
	FBgn0031657	562
	FBgn0010607	381
	FBgn0031659	481
END

TAD 54	Chr: 2L	EpiClass: Active
	FBgn0031660	1181
	FBgn0031661	642
	FBgn0031662	1169
	FBgn0031663	1009
	FBgn0031664	441
	FBgn0083962	1781
	FBgn0053113	1970
	FBgn0031668	1
	FBgn0259719	1167
END

TAD 55	Chr: 2L	EpiClass: Active
	FBgn0031670	2063
	FBgn0016075	2189
	FBgn0000299	2975
	FBgn0031671	0
	FBgn0040280	3
	FBgn0031673	1307
	FBgn0031674	193
	FBgn0053995	1535
	FBgn0031675	99
	FBgn0022023	4896
	FBgn0031676	409
END

TAD 56	Chr: 2L	EpiClass: Active
	FBgn0031677	82
	FBgn0014857	5604
	FBgn0031678	1328
	FBgn0028694	2562
	FBgn0028572	5
	FBgn0028696	15447
	FBgn0031681	2909
	FBgn0031682	508
	FBgn0031683	416
	FBgn0031684	989
END

TAD 57	Chr: 2L	EpiClass: Null
	FBgn0031685	10
	FBgn0053715	6482
	FBgn0082990	0
	FBgn0065083	1
	FBgn0065107	1
	FBgn0083028	0
	FBgn0065104	65
	FBgn0031688	0
	FBgn0031689	37
	FBgn0031690	0
	FBgn0250847	0
	FBgn0031692	0
	FBgn0003716	725
	FBgn0051971	0
	FBgn0051914	0
	FBgn0046776	30
	FBgn0031693	88
	FBgn0031694	19
	FBgn0031695	10
END

TAD 58	Chr: 2L	EpiClass: Active
	FBgn0000228	644
	FBgn0031696	842
	FBgn0016076	564
	FBgn0031697	3
	FBgn0031698	1719
END

TAD 59	Chr: 2L	EpiClass: PcG
	FBgn0015031	2012
	FBgn0031700	6
	FBgn0031701	2
	FBgn0031702	5
	FBgn0031703	397
	FBgn0016920	0
	FBgn0016660	0
	FBgn0051647	0
	FBgn0086033	0
	FBgn0005511	0
END

TAD 60	Chr: 2L	EpiClass: Active
	FBgn0031707	34
	FBgn0031708	349
	FBgn0000318	1747
	FBgn0031710	499
	FBgn0031711	970
	FBgn0051989	695
	FBgn0051648	389
	FBgn0051915	743
	FBgn0031713	1060
	FBgn0031715	0
	FBgn0031716	6
	FBgn0014189	6928
	FBgn0002525	11557
END

TAD 61	Chr: 2L	EpiClass: Null
	FBgn0031717	266
	FBgn0031718	0
	FBgn0031719	0
	FBgn0031720	0
	FBgn0031721	0
	FBgn0004620	0
	FBgn0020429	0
	FBgn0041719	0
	FBgn0031722	0
	FBgn0031723	0
	FBgn0031724	2
	FBgn0031725	0
	FBgn0031726	None
	FBgn0051646	0
	FBgn0031728	0
	FBgn0031729	0
	FBgn0031730	0
	FBgn0031731	0
	FBgn0054011	0
	FBgn0031732	0
	FBgn0024191	448
	FBgn0031736	1579
	FBgn0031733	0
	FBgn0031734	3
	FBgn0031735	9
	FBgn0031737	6
	FBgn0031738	1061
	FBgn0051913	3
END

TAD 62	Chr: 2L	EpiClass: Null
	FBgn0031739	512
	FBgn0031740	1195
	FBgn0031741	0
	FBgn0051644	0
	FBgn0085410	0
	FBgn0031745	4
	FBgn0259959	0
	FBgn0031746	0
	FBgn0002856	0
	FBgn0002855	0
	FBgn0031747	25
END

TAD 63	Chr: 2L	EpiClass: PcG
	FBgn0043362	1313
	FBgn0031749	26
	FBgn0031751	0
	FBgn0015381	0
	FBgn0001128	552
END

TAD 64	Chr: 2L	EpiClass: Active
	FBgn0031752	877
	FBgn0031753	0
	FBgn0040949	0
	FBgn0003980	2
	FBgn0086266	0
	FBgn0003979	1
	FBgn0086265	8
	FBgn0031756	29
	FBgn0031757	12
	FBgn0031758	65
	FBgn0000308	24078
END

TAD 65	Chr: 2L	EpiClass: Active
	FBgn0001942	22557
	FBgn0001941	2221
	FBgn0031759	5441
	FBgn0031760	323
	FBgn0001089	33
	FBgn0031762	2440
	FBgn0001170	53
	FBgn0031763	0
	FBgn0031764	851
	FBgn0031765	0
	FBgn0025742	1732
	FBgn0031766	76
	FBgn0051643	298
	FBgn0000052	3632
	FBgn0029161	1488
	FBgn0085208	529
END

TAD 66	Chr: 2L	EpiClass: Active
	FBgn0031768	762
	FBgn0031769	2411
	FBgn0031770	22
	FBgn0085209	0
	FBgn0031771	3364
	FBgn0031772	297
	FBgn0031773	253
	FBgn0031774	511
	FBgn0031775	26
	FBgn0031776	863
	FBgn0031777	198
	FBgn0028419	3080
END

TAD 67	Chr: 2L	EpiClass: Active
	FBgn0031778	2
	FBgn0028420	1647
	FBgn0031779	1708
END

TAD 68	Chr: 2L	EpiClass: Null
	FBgn0051641	3734
	FBgn0051642	62
	FBgn0031781	2358
	FBgn0031782	1032
	FBgn0031783	4
	FBgn0031784	0
	FBgn0031785	0
	FBgn0040950	0
	FBgn0051639	0
	FBgn0031786	0
	FBgn0085409	0
	FBgn0026755	0
	FBgn0031791	0
	FBgn0031792	0
	FBgn0053531	0
	FBgn0031796	0
END

TAD 69	Chr: 2L	EpiClass: Active
	FBgn0021873	3191
	FBgn0031799	1180
	FBgn0015623	5557
	FBgn0031800	3
	FBgn0031801	18
	FBgn0031802	0
	FBgn0031803	0
	FBgn0031804	0
END

TAD 70	Chr: 2L	EpiClass: Null
	FBgn0031805	877
	FBgn0043854	33
	FBgn0259714	12
	FBgn0031808	3
	FBgn0259716	2
	FBgn0259715	4
	FBgn0031811	0
	FBgn0011722	284
	FBgn0031812	453
END

TAD 71	Chr: 2L	EpiClass: Active
	FBgn0031813	957
	FBgn0031814	707
	FBgn0031815	1042
	FBgn0031816	112
	FBgn0031817	296
	FBgn0259749	2062
	FBgn0031818	1503
	FBgn0086357	14105
END

TAD 72	Chr: 2L	EpiClass: Active
	FBgn0031820	683
	FBgn0031821	13
	FBgn0027496	3238
	FBgn0031822	478
	FBgn0051638	1946
	FBgn0031824	511
	FBgn0031826	0
END

TAD 73	Chr: 2L	EpiClass: Null
	FBgn0051637	1395
END

TAD 74	Chr: 2L	EpiClass: PcG
	FBgn0000320	0
	FBgn0031829	147
END

TAD 75	Chr: 2L	EpiClass: Null
	FBgn0031830	3859
	FBgn0031831	19
	FBgn0031832	316
	FBgn0026585	3275
	FBgn0031834	216
	FBgn0031835	0
	FBgn0031836	1391
END

TAD 76	Chr: 2L	EpiClass: Active
	FBgn0031837	5
	FBgn0085374	0
	FBgn0051634	23
	FBgn0051635	937
	FBgn0031842	3867
	FBgn0051633	143
	FBgn0051636	21
	FBgn0028467	1738
	FBgn0031844	201
	FBgn0000392	3189
	FBgn0031845	545
	FBgn0028990	2171
	FBgn0085339	429
	FBgn0000351	136
	FBgn0031848	652
	FBgn0028703	2058
END

TAD 77	Chr: 2L	EpiClass: PcG
	FBgn0031849	107
	FBgn0031850	1159
	FBgn0025595	3
	FBgn0031851	713
END

TAD 78	Chr: 2L	EpiClass: Null
	FBgn0025777	1180
	FBgn0046704	2530
	FBgn0031853	4
	FBgn0031854	0
	FBgn0031855	0
	FBgn0051910	0
	FBgn0086034	0
	FBgn0031856	0
	FBgn0031857	3
	FBgn0031858	0
	FBgn0015776	2570
	FBgn0015777	2023
END

TAD 79	Chr: 2L	EpiClass: PcG
	FBgn0051631	0
	FBgn0042189	0
	FBgn0031859	0
	FBgn0031860	0
	FBgn0031861	0
	FBgn0051632	0
END

TAD 80	Chr: 2L	EpiClass: Active
	FBgn0017551	601
	FBgn0086451	1761
	FBgn0031865	23
	FBgn0031866	8
	FBgn0042092	377
	FBgn0031868	1593
	FBgn0011737	917
	FBgn0028554	5100
	FBgn0052829	7
	FBgn0026196	4583
END

TAD 81	Chr: 2L	EpiClass: Active
	FBgn0004838	20518
	FBgn0031869	14
	FBgn0031871	845
	FBgn0031872	781
END

TAD 82	Chr: 2L	EpiClass: Active
	FBgn0031873	299
	FBgn0020616	2047
	FBgn0031874	201
	FBgn0031875	814
	FBgn0031876	198
	FBgn0031877	217
	FBgn0031878	3030
	FBgn0021944	2735
	FBgn0026170	12579
	FBgn0016978	2091
END

TAD 83	Chr: 2L	EpiClass: Null
	FBgn0031879	5
	FBgn0031880	24
	FBgn0000053	2141
	FBgn0003046	6
	FBgn0051908	1803
END

TAD 84	Chr: 2L	EpiClass: Active
	FBgn0031881	330
	FBgn0031882	494
	FBgn0031883	3197
	FBgn0022201	3208
END

TAD 85	Chr: 2L	EpiClass: Active
	FBgn0051630	55
	FBgn0031885	586
	FBgn0051907	4
	FBgn0040954	1185
	FBgn0031886	575
END

TAD 86	Chr: 2L	EpiClass: Null
	FBgn0031887	0
	FBgn0031888	879
	FBgn0085407	50
END

TAD 87	Chr: 2L	EpiClass: Null
	FBgn0031893	1331
	FBgn0031894	340
	FBgn0031895	455
	FBgn0031896	742
END

TAD 88	Chr: 2L	EpiClass: Active
	FBgn0031897	650
	FBgn0243517	642
END

TAD 89	Chr: 2L	EpiClass: Null
	FBgn0259111	193
	FBgn0031900	0
	FBgn0010453	0
	FBgn0051909	0
END

TAD 90	Chr: 2L	EpiClass: PcG
	FBgn0004009	3
	FBgn0031902	16
	FBgn0031903	0
	FBgn0002938	0
	FBgn0031904	1203
	FBgn0031905	0
	FBgn0031906	14
	FBgn0031907	7
	FBgn0031908	3
	FBgn0031909	903
	FBgn0031910	144
	FBgn0028387	498
	FBgn0067719	0
	FBgn0067700	1
	FBgn0031912	2404
	FBgn0031913	3278
END

TAD 91	Chr: 2L	EpiClass: Null
	FBgn0031914	8
	FBgn0025697	0
	FBgn0041247	0
	FBgn0045495	0
	FBgn0031918	12
	FBgn0031919	1045
	FBgn0031920	188
	FBgn0031921	3727
END

TAD 92	Chr: 2L	EpiClass: Null
	FBgn0011283	0
	FBgn0085403	50
END

TAD 93	Chr: 2L	EpiClass: Null
	FBgn0031923	0
	FBgn0083141	0
	FBgn0031925	0
	FBgn0031926	0
END

TAD 94	Chr: 2L	EpiClass: Null
	FBgn0031927	0
	FBgn0024290	0
	FBgn0040299	26
	FBgn0031929	0
	FBgn0031930	0
	FBgn0041182	3337
	FBgn0041181	0
	FBgn0031934	0
	FBgn0012018	0
	FBgn0053296	0
	FBgn0031935	22
	FBgn0031936	59
	FBgn0031937	1836
	FBgn0031939	0
	FBgn0051904	0
	FBgn0014454	0
	FBgn0031940	2
	FBgn0031941	0
	FBgn0031942	0
	FBgn0031944	0
	FBgn0031943	0
	FBgn0031945	12
	FBgn0020880	0
	FBgn0003961	4
	FBgn0031946	0
END

TAD 95	Chr: 2L	EpiClass: Active
	FBgn0031947	989
	FBgn0031948	244
	FBgn0025687	2862
	FBgn0031950	1184
	FBgn0031951	1305
	FBgn0031952	531
END

TAD 96	Chr: 2L	EpiClass: Active
	FBgn0002527	7940
	FBgn0027515	596
	FBgn0020618	23060
	FBgn0004177	9381
END

TAD 97	Chr: 2L	EpiClass: Null
	FBgn0031954	0
	FBgn0031955	0
	FBgn0040099	2
	FBgn0031957	0
	FBgn0045038	0
	FBgn0011861	0
	FBgn0031959	0
	FBgn0031961	6
	FBgn0031962	2553
	FBgn0083968	425
	FBgn0051902	0
	FBgn0053121	0
	FBgn0085450	1128
	FBgn0031966	2
	FBgn0031968	17
	FBgn0031969	2576
	FBgn0031970	2
	FBgn0031971	3568
	FBgn0031972	517
	FBgn0031973	23
	FBgn0031974	14
END

TAD 98	Chr: 2L	EpiClass: Null
	FBgn0054010	0
	FBgn0031975	94
	FBgn0031976	6
	FBgn0031977	3763
END

TAD 99	Chr: 2L	EpiClass: Active
	FBgn0044323	4403
	FBgn0031979	97
	FBgn0031980	21364
	FBgn0065055	6
END
