GeneID	Reads
FBgn0038186	0
FBgn0085209	9
FBgn0085208	57
FBgn0035403	507
FBgn0085203	45
FBgn0085202	0
FBgn0085201	0
FBgn0085200	0
FBgn0085207	0
FBgn0085206	0
FBgn0085205	0
FBgn0085204	0
FBgn0033400	852
FBgn0033401	911
FBgn0036690	0
FBgn0033403	0
FBgn0036696	511
FBgn0036697	628
FBgn0036126	461
FBgn0036127	724
FBgn0036128	0
FBgn0036698	16
FBgn0046879	0
FBgn0015544	276
FBgn0040747	0
FBgn0015546	1033
FBgn0015541	239
FBgn0040743	0
FBgn0015542	842
FBgn0038233	188
FBgn0038236	0
FBgn0038237	7
FBgn0038234	358
FBgn0038235	172
FBgn0038238	0
FBgn0038239	0
FBgn0250820	2528
FBgn0036345	0
FBgn0036346	0
FBgn0036340	2290
FBgn0036341	754
FBgn0036342	414
FBgn0036343	0
FBgn0031047	2110
FBgn0036348	0
FBgn0036349	0
FBgn0051938	954
FBgn0051939	0
FBgn0036459	0
FBgn0250827	0
FBgn0051933	0
FBgn0051935	349
FBgn0032520	536
FBgn0039283	0
FBgn0032521	2297
FBgn0032613	3
FBgn0032176	0
FBgn0052706	94
FBgn0052707	502
FBgn0052704	3
FBgn0085403	38
FBgn0052702	1594
FBgn0052703	0
FBgn0052700	0
FBgn0039244	0
FBgn0052708	411
FBgn0032525	0
FBgn0042094	280
FBgn0032526	0
FBgn0083120	145
FBgn0083121	16
FBgn0083123	1164
FBgn0083124	529
FBgn0250825	0
FBgn0034627	165
FBgn0024179	0
FBgn0035802	187
FBgn0035800	0
FBgn0024177	922
FBgn0035806	24
FBgn0035102	413
FBgn0035805	424
FBgn0028871	0
FBgn0028870	0
FBgn0028873	0
FBgn0028872	0
FBgn0028875	0
FBgn0028658	32
FBgn0028876	129
FBgn0028879	0
FBgn0025558	306
FBgn0039349	1012
FBgn0039348	1255
FBgn0039341	1330
FBgn0052228	0
FBgn0039343	4
FBgn0032462	0
FBgn0039345	0
FBgn0032464	10
FBgn0032467	2747
FBgn0039346	2
FBgn0029656	0
FBgn0029657	0
FBgn0001961	4145
FBgn0001967	2
FBgn0001965	1286
FBgn0029658	2
FBgn0029659	0
FBgn0050398	9
FBgn0011893	0
FBgn0011892	0
FBgn0011891	0
FBgn0011890	0
FBgn0011897	0
FBgn0011896	0
FBgn0011895	0
FBgn0011894	0
FBgn0067720	0
FBgn0067721	0
FBgn0067722	0
FBgn0067723	0
FBgn0067724	0
FBgn0067725	0
FBgn0067726	0
FBgn0259244	0
FBgn0259245	2
FBgn0259246	25
FBgn0003031	30076
FBgn0003036	0
FBgn0259241	0
FBgn0259242	16
FBgn0259243	1100
FBgn0039006	1278
FBgn0003525	982
FBgn0039004	1905
FBgn0003527	24
FBgn0003520	1285
FBgn0039003	728
FBgn0039000	1742
FBgn0042185	848
FBgn0042187	0
FBgn0042186	1
FBgn0042180	350
FBgn0039008	9
FBgn0039009	19
FBgn0053477	0
FBgn0053476	0
FBgn0053475	3
FBgn0053474	58
FBgn0030114	761
FBgn0053472	0
FBgn0053470	0
FBgn0084245	0
FBgn0052225	132
FBgn0036040	4
FBgn0017448	2
FBgn0011474	1178
FBgn0011476	121
FBgn0011291	347
FBgn0030711	347
FBgn0022023	4452
FBgn0036451	1446
FBgn0053740	0
FBgn0022029	1548
FBgn0038438	1490
FBgn0046294	0
FBgn0046297	0
FBgn0046296	237
FBgn0035168	50
FBgn0035110	209
FBgn0038431	45
FBgn0035112	0
FBgn0035113	37
FBgn0035114	576
FBgn0038435	116
FBgn0038436	99
FBgn0038437	194
FBgn0087041	145
FBgn0087040	24
FBgn0034197	3
FBgn0034196	0
FBgn0034195	3
FBgn0034446	18
FBgn0031961	11
FBgn0034440	0
FBgn0034443	418
FBgn0035160	79
FBgn0038838	0
FBgn0031969	2350
FBgn0031968	16
FBgn0034199	22
FBgn0035519	1235
FBgn0038755	503
FBgn0038756	0
FBgn0038751	0
FBgn0038750	3
FBgn0038753	0
FBgn0038752	4
FBgn0030562	0
FBgn0035165	3186
FBgn0030566	0
FBgn0036454	263
FBgn0038916	0
FBgn0036977	32
FBgn0019661	9
FBgn0019662	777
FBgn0036974	4681
FBgn0036973	495
FBgn0053905	0
FBgn0036970	0
FBgn0038914	0
FBgn0051357	398
FBgn0039528	1250
FBgn0036979	5
FBgn0067895	381
FBgn0034229	0
FBgn0034228	0
FBgn0010258	15
FBgn0015379	1720
FBgn0034999	29
FBgn0034998	8
FBgn0031613	2
FBgn0034996	0
FBgn0031611	318
FBgn0031610	119
FBgn0010256	9179
FBgn0034224	3
FBgn0015374	2655
FBgn0034990	0
FBgn0010786	3781
FBgn0045980	0
FBgn0038832	61
FBgn0030365	1947
FBgn0035513	7
FBgn0011290	714
FBgn0030366	3340
FBgn0030699	3470
FBgn0030694	497
FBgn0030695	259
FBgn0030696	73
FBgn0030697	14
FBgn0030691	38
FBgn0030692	1942
FBgn0030693	1345
FBgn0037402	0
FBgn0011787	2058
FBgn0032313	0
FBgn0011785	2400
FBgn0039233	603
FBgn0085783	54
FBgn0085780	0
FBgn0039832	4
FBgn0085364	780
FBgn0039831	685
FBgn0010438	3652
FBgn0085365	0
FBgn0040356	0
FBgn0040357	2
FBgn0031522	0
FBgn0010435	12
FBgn0040352	0
FBgn0085366	0
FBgn0040350	0
FBgn0040351	75
FBgn0013983	679
FBgn0051235	0
FBgn0036202	70
FBgn0051233	0
FBgn0051720	103
FBgn0051231	14
FBgn0051230	5
FBgn0033989	856
FBgn0026563	0
FBgn0026562	2407
FBgn0051729	9179
FBgn0036302	1861
FBgn0026567	3589
FBgn0036204	0
FBgn0085362	0
FBgn0000370	10522
FBgn0013987	9362
FBgn0036206	9
FBgn0000376	367
FBgn0000377	1566
FBgn0085562	0
FBgn0085563	0
FBgn0085560	0
FBgn0085561	0
FBgn0085566	0
FBgn0085567	0
FBgn0085564	0
FBgn0036208	0
FBgn0085568	0
FBgn0085569	0
FBgn0033987	234
FBgn0037922	542
FBgn0259152	320
FBgn0032129	4
FBgn0032124	0
FBgn0032125	0
FBgn0032126	0
FBgn0032127	0
FBgn0032120	1235
FBgn0032122	0
FBgn0033980	1966
FBgn0037758	1022
FBgn0037759	354
FBgn0050488	0
FBgn0037670	613
FBgn0037750	224
FBgn0037751	136
FBgn0037752	21264
FBgn0037753	141
FBgn0037754	174
FBgn0037755	912
FBgn0037756	2291
FBgn0037757	896
FBgn0036591	0
FBgn0036590	2
FBgn0036593	0
FBgn0036592	0
FBgn0036595	0
FBgn0036594	0
FBgn0036597	0
FBgn0036596	0
FBgn0036599	0
FBgn0036598	0
FBgn0032872	1734
FBgn0031936	79
FBgn0032694	1463
FBgn0032871	270
FBgn0032692	0
FBgn0032693	376
FBgn0032690	1287
FBgn0032691	359
FBgn0032878	0
FBgn0032879	42
FBgn0031422	35
FBgn0032698	763
FBgn0032699	1549
FBgn0037676	0
FBgn0034143	0
FBgn0036229	2
FBgn0031424	0
FBgn0064225	44191
FBgn0031930	0
FBgn0003861	0
FBgn0003863	2
FBgn0003862	1764
FBgn0003865	0
FBgn0003867	0
FBgn0003866	1091
FBgn0005355	872
FBgn0053868	0
FBgn0053869	0
FBgn0039648	0
FBgn0053648	0
FBgn0037883	73
FBgn0053644	2
FBgn0053645	3
FBgn0053862	0
FBgn0053647	19
FBgn0053864	0
FBgn0053865	0
FBgn0053866	0
FBgn0053643	7
FBgn0035473	1734
FBgn0035471	3403
FBgn0035470	353
FBgn0035477	564
FBgn0035476	8
FBgn0035475	101
FBgn0024542	479
FBgn0035479	0
FBgn0031939	0
FBgn0036920	839
FBgn0020655	1982
FBgn0043533	0
FBgn0028468	2035
FBgn0020653	15440
FBgn0033615	755
FBgn0033614	0
FBgn0033616	172
FBgn0033610	15
FBgn0038705	0
FBgn0038702	0
FBgn0039854	127
FBgn0036921	6378
FBgn0036621	1264
FBgn0024329	3096
FBgn0038700	0
FBgn0024321	179
FBgn0024320	987
FBgn0038701	0
FBgn0005649	5690
FBgn0024891	1274
FBgn0024326	1899
FBgn0035617	1088
FBgn0035612	25
FBgn0035611	0
FBgn0035610	0
FBgn0030770	8
FBgn0036922	155
FBgn0035619	0
FBgn0036224	0
FBgn0030182	0
FBgn0259098	0
FBgn0003731	54
FBgn0003733	279
FBgn0003732	9837
FBgn0036923	5
FBgn0065100	4
FBgn0027617	263
FBgn0052377	0
FBgn0052741	26
FBgn0030186	4
FBgn0052376	0
FBgn0002933	0
FBgn0052113	611
FBgn0002023	0
FBgn0052111	0
FBgn0052110	4
FBgn0052117	3
FBgn0052115	14
FBgn0038028	3
FBgn0052119	0
FBgn0052118	0
FBgn0051159	349
FBgn0038934	4
FBgn0030771	18
FBgn0001174	0
FBgn0085254	0
FBgn0013531	313
FBgn0037969	439
FBgn0037968	1793
FBgn0037963	1016
FBgn0037962	2
FBgn0037960	166
FBgn0037967	225
FBgn0051602	0
FBgn0037964	0
FBgn0030504	2644
FBgn0004419	2067
FBgn0065101	1
FBgn0000565	669
FBgn0000564	0
FBgn0000567	364
FBgn0000566	888
FBgn0000560	0
FBgn0000562	1066
FBgn0259722	155
FBgn0259721	632
FBgn0259720	143
FBgn0259727	65
FBgn0000568	1405
FBgn0259725	195
FBgn0039613	842
FBgn0039612	913
FBgn0039611	0
FBgn0031442	0
FBgn0039617	0
FBgn0039616	0
FBgn0015791	1171
FBgn0039619	0
FBgn0085255	0
FBgn0031392	1935
FBgn0034056	0
FBgn0034057	668
FBgn0031574	256
FBgn0031575	479
FBgn0034052	0
FBgn0031573	136
FBgn0034050	1958
FBgn0034051	3379
FBgn0034058	912
FBgn0031579	2
FBgn0030737	4
FBgn0037504	511
FBgn0030735	1200
FBgn0037506	69
FBgn0037501	0
FBgn0037500	0
FBgn0037503	0
FBgn0037502	0
FBgn0036102	0
FBgn0030228	1433
FBgn0030739	339
FBgn0030738	1050
FBgn0011642	718
FBgn0011640	3662
FBgn0051342	1500
FBgn0011648	758
FBgn0062449	361
FBgn0051832	2
FBgn0036579	175
FBgn0029915	873
FBgn0029914	315
FBgn0085257	277
FBgn0010772	1374
FBgn0029911	618
FBgn0029913	88
FBgn0029912	715
FBgn0016650	0
FBgn0051008	0
FBgn0051004	7
FBgn0051005	320
FBgn0051007	0
FBgn0036013	0
FBgn0031441	0
FBgn0051002	0
FBgn0037384	311
FBgn0085199	0
FBgn0085198	0
FBgn0050357	184
FBgn0050356	5
FBgn0050355	7
FBgn0050354	4
FBgn0085250	0
FBgn0085192	188
FBgn0050359	198
FBgn0085190	0
FBgn0085197	0
FBgn0085196	0
FBgn0085195	0
FBgn0085194	0
FBgn0036801	113
FBgn0027515	503
FBgn0027514	477
FBgn0027513	213
FBgn0027512	927
FBgn0053920	0
FBgn0027518	1260
FBgn0036101	254
FBgn0027363	1030
FBgn0030359	0
FBgn0026602	277
FBgn0053924	0
FBgn0051604	0
FBgn0053927	0
FBgn0053926	101
FBgn0033428	1321
FBgn0033429	269
FBgn0085229	3098
FBgn0037617	695
FBgn0033422	26
FBgn0033423	22
FBgn0085227	0
FBgn0033421	506
FBgn0033426	482
FBgn0033427	289
FBgn0036104	1600
FBgn0085222	0
FBgn0002878	812
FBgn0031674	222
FBgn0015527	3416
FBgn0040726	0
FBgn0040725	0
FBgn0015524	0
FBgn0040723	5
FBgn0015522	41
FBgn0015521	9009
FBgn0015520	637
FBgn0039955	1941
FBgn0036806	3
FBgn0030220	0
FBgn0040729	0
FBgn0004240	5
FBgn0038256	1800
FBgn0004243	5354
FBgn0004244	0
FBgn0038251	959
FBgn0038252	12
FBgn0038258	28
FBgn0038259	1077
FBgn0005596	704
FBgn0005593	28977
FBgn0005592	240
FBgn0036368	25
FBgn0036369	0
FBgn0036366	371
FBgn0036367	0
FBgn0036364	4
FBgn0036365	815
FBgn0036362	0
FBgn0036363	0
FBgn0036360	0
FBgn0036361	0
FBgn0040895	0
FBgn0036573	110
FBgn0031420	318
FBgn0051913	3
FBgn0051910	0
FBgn0051914	0
FBgn0051915	615
FBgn0030222	0
FBgn0039429	3
FBgn0031421	251
FBgn0028675	95
FBgn0058359	0
FBgn0053838	0
FBgn0085733	0
FBgn0058354	3
FBgn0015245	23570
FBgn0036571	205
FBgn0023513	429
FBgn0023512	862
FBgn0023511	743
FBgn0023510	998
FBgn0023517	698
FBgn0023516	359
FBgn0023515	381
FBgn0053988	0
FBgn0053987	2
FBgn0053986	0
FBgn0053985	3
FBgn0053984	0
FBgn0053983	5
FBgn0053980	3
FBgn0035868	345
FBgn0086081	0
FBgn0086082	0
FBgn0035865	0
FBgn0035866	320
FBgn0035867	431
FBgn0035860	53
FBgn0035861	177
FBgn0028325	1728
FBgn0028327	9350
FBgn0052324	0
FBgn0032483	140
FBgn0032482	13921
FBgn0032481	1362
FBgn0032480	1935
FBgn0032487	521
FBgn0032486	318
FBgn0032485	2131
FBgn0032484	10
FBgn0039309	0
FBgn0032489	6
FBgn0032488	1674
FBgn0085425	7
FBgn0053182	283
FBgn0053181	3
FBgn0053180	890
FBgn0033059	756
FBgn0053189	0
FBgn0005629	0
FBgn0033058	0
FBgn0032424	3
FBgn0052850	326
FBgn0052856	193
FBgn0052857	0
FBgn0052855	2
FBgn0259916	235
FBgn0259917	0
FBgn0259918	4
FBgn0003507	1375
FBgn0032856	0
FBgn0003057	0
FBgn0003502	1375
FBgn0003053	5
FBgn0053459	0
FBgn0053458	0
FBgn0053329	902
FBgn0053328	8473
FBgn0033052	2007
FBgn0053451	0
FBgn0053322	0
FBgn0053453	0
FBgn0053452	0
FBgn0053454	0
FBgn0053325	3
FBgn0053324	201
FBgn0035289	0
FBgn0046767	0
FBgn0036570	269
FBgn0046763	5904
FBgn0035280	0
FBgn0035281	0
FBgn0035282	0
FBgn0035283	390
FBgn0035285	488
FBgn0035286	51
FBgn0035287	0
FBgn0085679	0
FBgn0052588	0
FBgn0036575	3
FBgn0033054	4
FBgn0052580	39
FBgn0052581	113
FBgn0052582	650
FBgn0086350	416
FBgn0051778	0
FBgn0051779	0
FBgn0085474	0
FBgn0038412	4
FBgn0035133	850
FBgn0038410	2420
FBgn0035131	3
FBgn0084015	0
FBgn0035137	336
FBgn0035134	3
FBgn0000308	22889
FBgn0000084	6412
FBgn0038418	153
FBgn0038419	72
FBgn0037147	3
FBgn0032457	0
FBgn0067708	0
FBgn0037146	0
FBgn0067702	0
FBgn0067703	0
FBgn0067700	0
FBgn0067701	0
FBgn0067706	0
FBgn0067707	0
FBgn0067704	0
FBgn0067705	0
FBgn0025809	655
FBgn0031909	975
FBgn0031908	0
FBgn0031907	8
FBgn0031906	11
FBgn0031905	0
FBgn0031904	930
FBgn0031903	0
FBgn0034422	532
FBgn0034421	2030
FBgn0034420	2230
FBgn0040091	1582
FBgn0038739	937
FBgn0038738	2479
FBgn0038737	498
FBgn0038736	1621
FBgn0038735	757
FBgn0038734	4
FBgn0038733	0
FBgn0040093	0
FBgn0038731	0
FBgn0038730	0
FBgn0036959	67
FBgn0036958	1063
FBgn0040092	0
FBgn0030508	7
FBgn0030509	0
FBgn0065105	1
FBgn0036951	34
FBgn0036950	2
FBgn0036953	30
FBgn0030507	749
FBgn0036955	939
FBgn0030501	1718
FBgn0019644	9529
FBgn0036956	0
FBgn0034366	356
FBgn0037417	0
FBgn0063667	0
FBgn0034367	966
FBgn0085397	19
FBgn0010238	1016
FBgn0031638	353
FBgn0031635	900
FBgn0010235	2936
FBgn0031637	1085
FBgn0031636	15
FBgn0031631	121
FBgn0031630	20
FBgn0031633	913
FBgn0031632	7
FBgn0038080	1698
FBgn0038083	3
FBgn0038082	0
FBgn0038084	0
FBgn0038087	0
FBgn0038089	0
FBgn0038088	567
FBgn0039508	1594
FBgn0010265	32528
FBgn0030347	264
FBgn0039048	48
FBgn0085760	3
FBgn0085761	0
FBgn0039049	780
FBgn0085764	3
FBgn0085765	0
FBgn0085766	2
FBgn0085767	0
FBgn0085768	0
FBgn0085769	2
FBgn0033860	4
FBgn0051219	25
FBgn0035271	170
FBgn0033861	0
FBgn0030344	2086
FBgn0035270	498
FBgn0051211	995
FBgn0051210	0
FBgn0051213	4
FBgn0051215	0
FBgn0051742	0
FBgn0051217	11
FBgn0051740	0
FBgn0026582	650
FBgn0037142	917
FBgn0035900	165
FBgn0031495	964
FBgn0026585	3544
FBgn0259209	3
FBgn0037197	3
FBgn0037195	15
FBgn0037191	4
FBgn0000352	1583
FBgn0030261	0
FBgn0000351	109
FBgn0250731	0
FBgn0052206	0
FBgn0037540	151
FBgn0000358	0
FBgn0000359	0
FBgn0037543	368
FBgn0085504	0
FBgn0085505	0
FBgn0085506	0
FBgn0033850	0
FBgn0033857	0
FBgn0085501	0
FBgn0085502	2
FBgn0085503	0
FBgn0039420	0
FBgn0039421	2
FBgn0033859	1347
FBgn0039045	1913
FBgn0085508	5
FBgn0039425	0
FBgn0065064	59
FBgn0030342	1408
FBgn0032104	8
FBgn0032105	2273
FBgn0032100	3
FBgn0032101	990
FBgn0036020	691
FBgn0065066	2
FBgn0032109	0
FBgn0037772	13
FBgn0037773	283
FBgn0037770	655
FBgn0037777	200
FBgn0030268	4627
FBgn0037778	208
FBgn0037779	515
FBgn0058143	0
FBgn0030343	874
FBgn0032275	0
FBgn0039916	10
FBgn0031217	2116
FBgn0031216	1708
FBgn0037220	3088
FBgn0039478	12
FBgn0003129	0
FBgn0032271	0
FBgn0032814	355
FBgn0033466	759
FBgn0032816	881
FBgn0031214	6
FBgn0032810	0
FBgn0032811	316
FBgn0032812	567
FBgn0032813	22
FBgn0004055	75
FBgn0004054	0
FBgn0004509	836
FBgn0032818	482
FBgn0004050	492
FBgn0004053	0
FBgn0004052	0
FBgn0050169	167
FBgn0036145	35
FBgn0050160	0
FBgn0050161	14
FBgn0050163	9
FBgn0014269	856
FBgn0033463	3359
FBgn0020513	6474
FBgn0020510	1831
FBgn0003887	56237
FBgn0003886	7
FBgn0003885	3241
FBgn0003884	69514
FBgn0037149	272
FBgn0020518	0
FBgn0003888	5052
FBgn0034554	0
FBgn0037720	511
FBgn0053842	0
FBgn0053843	0
FBgn0053840	0
FBgn0053841	0
FBgn0053846	0
FBgn0053847	0
FBgn0053844	0
FBgn0053845	0
FBgn0039584	0
FBgn0053848	0
FBgn0053849	0
FBgn0053668	0
FBgn0053669	0
FBgn0035455	0
FBgn0035454	0
FBgn0035453	0
FBgn0035452	125
FBgn0020637	0
FBgn0036149	1161
FBgn0020633	1129
FBgn0035458	0
FBgn0028903	3
FBgn0033676	2361
FBgn0058298	7
FBgn0033674	17
FBgn0028408	12
FBgn0033672	904
FBgn0259680	0
FBgn0028406	797
FBgn0039507	847
FBgn0028400	4
FBgn0028401	1087
FBgn0033679	0
FBgn0083059	1
FBgn0045476	0
FBgn0040559	0
FBgn0067679	0
FBgn0035639	773
FBgn0035638	37
FBgn0021750	658
FBgn0035631	1994
FBgn0035630	8163
FBgn0035633	2591
FBgn0035632	456
FBgn0035635	245
FBgn0031035	47842
FBgn0035636	3
FBgn0002592	10
FBgn0002593	74841
FBgn0002590	37055
FBgn0031034	0
FBgn0031033	0
FBgn0031520	0
FBgn0085468	939
FBgn0031523	0
FBgn0040271	707
FBgn0031030	4103
FBgn0030320	1111
FBgn0038290	853
FBgn0031529	690
FBgn0031528	0
FBgn0002044	2479
FBgn0052137	7
FBgn0025698	1905
FBgn0052132	0
FBgn0025697	0
FBgn0025692	107
FBgn0052138	7825
FBgn0030348	6
FBgn0029753	0
FBgn0029752	11
FBgn0029751	8
FBgn0029750	30
FBgn0029756	276
FBgn0029755	548
FBgn0029754	32
FBgn0025643	0
FBgn0026076	1082
FBgn0035090	0
FBgn0030349	1688
FBgn0085297	0
FBgn0039870	587
FBgn0030323	566
FBgn0034460	0
FBgn0037949	437
FBgn0034467	17
FBgn0053378	0
FBgn0037944	803
FBgn0037941	5
FBgn0037940	0
FBgn0037943	933
FBgn0037942	440
FBgn0052603	0
FBgn0000504	34
FBgn0015298	870
FBgn0000500	2
FBgn0003319	17
FBgn0259709	79
FBgn0259708	65
FBgn0003313	0
FBgn0003312	5
FBgn0259707	6
FBgn0003310	1129
FBgn0003317	1195
FBgn0259700	769
FBgn0259703	0
FBgn0259702	0
FBgn0040972	0
FBgn0037981	251
FBgn0039637	536
FBgn0039636	702
FBgn0039631	121
FBgn0052252	22
FBgn0039633	405
FBgn0053263	0
FBgn0039639	61
FBgn0039638	1056
FBgn0030326	11
FBgn0041097	0
FBgn0036207	408
FBgn0046253	0
FBgn0037469	1037
FBgn0037986	0
FBgn0030327	1505
FBgn0051547	9
FBgn0011335	652
FBgn0003022	1578
FBgn0036578	401
FBgn0015803	1149
FBgn0029977	116
FBgn0029976	1965
FBgn0029975	3803
FBgn0029974	11
FBgn0029971	1832
FBgn0029970	321
FBgn0030641	65
FBgn0029979	1627
FBgn0051025	0
FBgn0051023	0
FBgn0051021	0
FBgn0051028	7
FBgn0051029	3
FBgn0050375	0
FBgn0027538	325
FBgn0050377	5
FBgn0050376	0
FBgn0050371	0
FBgn0050373	722
FBgn0050372	2550
FBgn0030329	3001
FBgn0027532	2042
FBgn0050379	0
FBgn0027534	1556
FBgn0027537	5969
FBgn0038915	0
FBgn0038051	23
FBgn0030719	3637
FBgn0030718	2191
FBgn0037569	584
FBgn0030248	0
FBgn0037567	378
FBgn0030246	1505
FBgn0030245	2127
FBgn0030244	22
FBgn0030243	2315
FBgn0030242	396
FBgn0030717	404
FBgn0030240	1295
FBgn0051053	12
FBgn0085245	28
FBgn0085244	0
FBgn0033448	10
FBgn0085242	67
FBgn0085241	0
FBgn0085240	0
FBgn0036164	0
FBgn0036165	366
FBgn0033446	147
FBgn0033447	0
FBgn0033440	6
FBgn0036161	0
FBgn0033442	15
FBgn0033443	5
FBgn0015509	3148
FBgn0051956	9
FBgn0040259	187
FBgn0040827	54
FBgn0040253	0
FBgn0040252	0
FBgn0040251	0
FBgn0040250	0
FBgn0040705	0
FBgn0040256	44
FBgn0040255	0
FBgn0038996	1242
FBgn0051682	3
FBgn0051683	3
FBgn0051680	0
FBgn0051681	0
FBgn0051686	4
FBgn0051687	22
FBgn0038279	0
FBgn0038276	2
FBgn0051952	0
FBgn0051688	66
FBgn0051506	2
FBgn0038272	652
FBgn0038273	58
FBgn0038271	8882
FBgn0051950	120
FBgn0031464	209
FBgn0014906	2052
FBgn0035120	743
FBgn0014903	79
FBgn0036380	0
FBgn0036381	21
FBgn0036382	7
FBgn0013272	3645
FBgn0013275	2068
FBgn0013277	1864
FBgn0013276	3089
FBgn0058191	1283
FBgn0016131	926
FBgn0026386	0
FBgn0058195	0
FBgn0058196	353
FBgn0085351	0
FBgn0031465	0
FBgn0038820	0
FBgn0051975	617
FBgn0051976	10
FBgn0037388	2
FBgn0004198	1068
FBgn0051971	0
FBgn0051973	0
FBgn0030863	2597
FBgn0037382	730
FBgn0037381	121
FBgn0037380	5
FBgn0037387	9
FBgn0004191	483
FBgn0004192	5
FBgn0030864	1594
FBgn0031466	0
FBgn0050089	38
FBgn0050088	7
FBgn0050087	3
FBgn0050085	5816
FBgn0050083	0
FBgn0050081	29
FBgn0050080	0
FBgn0038485	0
FBgn0058378	0
FBgn0030206	377
FBgn0058376	0
FBgn0032713	0
FBgn0083167	2422
FBgn0032717	1752
FBgn0032715	645
FBgn0022201	2364
FBgn0029689	295
FBgn0032719	24
FBgn0034483	0
FBgn0038484	13
FBgn0085269	163
FBgn0023537	2980
FBgn0023536	103
FBgn0023531	222
FBgn0023530	386
FBgn0033677	454
FBgn0051630	46
FBgn0086532	1763
FBgn0034484	0
FBgn0035847	0
FBgn0035844	113
FBgn0035845	0
FBgn0035842	646
FBgn0034487	11
FBgn0035848	192
FBgn0035849	535
FBgn0029686	140
FBgn0000667	1076
FBgn0031461	166
FBgn0001258	736
FBgn0001259	26
FBgn0039387	9
FBgn0039386	12
FBgn0039381	197
FBgn0039380	0
FBgn0001250	315
FBgn0082938	1
FBgn0033978	240
FBgn0001253	0
FBgn0001254	2
FBgn0001255	40
FBgn0001256	3
FBgn0001257	7235
FBgn0053852	0
FBgn0038539	0
FBgn0034411	48
FBgn0082934	2
FBgn0036121	1671
FBgn0085615	0
FBgn0052834	0
FBgn0052835	0
FBgn0038481	0
FBgn0052830	2
FBgn0052831	1073
FBgn0052832	0
FBgn0052833	0
FBgn0003076	564
FBgn0003074	2757
FBgn0082937	0
FBgn0036249	385
FBgn0003071	1020
FBgn0085610	0
FBgn0030000	865
FBgn0003079	996
FBgn0036122	250
FBgn0053309	0
FBgn0038188	0
FBgn0035722	875
FBgn0046706	840
FBgn0053307	184
FBgn0053306	0
FBgn0053301	0
FBgn0053300	15
FBgn0053303	3997
FBgn0053302	0
FBgn0035720	8015
FBgn0036248	828
FBgn0035727	122
FBgn0011802	616
FBgn0035725	719
FBgn0035056	0
FBgn0028343	2348
FBgn0028342	4872
FBgn0028341	969
FBgn0029568	12
FBgn0022069	2909
FBgn0036124	1343
FBgn0022063	1880
FBgn0038482	0
FBgn0030035	2601
FBgn0038474	533
FBgn0035155	433
FBgn0035156	319
FBgn0036930	3891
FBgn0038470	918
FBgn0038471	565
FBgn0035152	333
FBgn0020379	305
FBgn0020376	0
FBgn0020377	0
FBgn0020372	0
FBgn0035159	229
FBgn0020370	3529
FBgn0020371	0
FBgn0087007	44
FBgn0259938	2940
FBgn0039427	725
FBgn0087002	10
FBgn0026388	0
FBgn0259932	59
FBgn0259933	644
FBgn0030033	0
FBgn0259936	456
FBgn0259937	3241
FBgn0259934	2
FBgn0087008	5364
FBgn0031921	2783
FBgn0031432	0
FBgn0034151	0
FBgn0034402	130
FBgn0031389	125
FBgn0031436	644
FBgn0031927	0
FBgn0031434	55
FBgn0022288	4607
FBgn0031384	154
FBgn0034159	0
FBgn0034158	606
FBgn0031381	875
FBgn0031546	3
FBgn0036450	867
FBgn0038715	30
FBgn0038714	4
FBgn0038717	0
FBgn0038716	40
FBgn0017590	0
FBgn0038718	0
FBgn0033132	31
FBgn0052302	11
FBgn0030007	2141
FBgn0028969	2344
FBgn0033133	0
FBgn0030522	408
FBgn0030520	4714
FBgn0030521	3685
FBgn0019624	13180
FBgn0028962	564
FBgn0028961	0
FBgn0028965	1205
FBgn0030529	11006
FBgn0033136	10
FBgn0010812	1009
FBgn0001491	808
FBgn0085393	643
FBgn0031657	606
FBgn0010217	31785
FBgn0031655	271
FBgn0010215	2952
FBgn0031653	0
FBgn0010213	2196
FBgn0031651	405
FBgn0015331	1332
FBgn0083032	0
FBgn0031544	1166
FBgn0031659	472
FBgn0037207	4961
FBgn0026611	3154
FBgn0026616	175
FBgn0031362	120
FBgn0026619	635
FBgn0030925	147
FBgn0002842	0
FBgn0086045	0
FBgn0085748	0
FBgn0085749	0
FBgn0085742	0
FBgn0085743	8
FBgn0085740	0
FBgn0085741	0
FBgn0085746	0
FBgn0085747	0
FBgn0085744	0
FBgn0085745	0
FBgn0004784	0
FBgn0031092	2106
FBgn0051760	0
FBgn0051763	5
FBgn0083030	0
FBgn0051769	4
FBgn0031804	0
FBgn0037170	2
FBgn0034265	387
FBgn0025878	7
FBgn0025879	57
FBgn0030386	0
FBgn0037175	0
FBgn0023083	2176
FBgn0037177	0
FBgn0037178	0
FBgn0031802	0
FBgn0030389	0
FBgn0010294	0
FBgn0025874	308
FBgn0031775	30
FBgn0010295	0
FBgn0000330	845
FBgn0031776	643
FBgn0085528	0
FBtr0088109	0
FBgn0085526	0
FBgn0010292	1249
FBgn0085524	0
FBgn0085525	0
FBgn0000338	1198
FBgn0085523	0
FBgn0011293	0
FBgn0085521	0
FBgn0039402	1277
FBgn0033874	7
FBgn0033876	186
FBgn0033871	203
FBgn0039407	176
FBgn0039404	251
FBgn0033872	67
FBgn0039408	0
FBgn0033879	2739
FBgn0061359	0
